Date,Region,Product,Sales,Units,Profit
2023-10,South,Product B,43078.04,697,12219.54
2024-11,South,Product B,45847.14,871,10329.79
2024-08,Central,Product B,72066.73,857,8890.65
2025-03,South,Product C,53073.51,744,7091.71
2021-07,West,Product D,48041.37,892,12773.24
2019-07,West,Product C,57250.99,1037,8809.42
2023-11,South,Product B,77808.45,1120,13532.53
2023-09,North,Product A,28520.2,669,5128.68
2021-08,East,Product C,51089.16,671,8248.79
2020-10,Central,Product A,67162.38,484,8001.54
2019-04,North,Product E,64137.91,585,8374.49
2019-11,South,Product C,56892.62,1192,5899.38
2018-08,South,Product B,53262.1,981,13911.06
2018-04,West,Product C,27916.14,342,5867.66
2023-04,East,Product A,51882.63,517,10762.62
2019-03,West,Product E,72478.87,946,7610.64
2021-11,North,Product A,51153.79,695,9191.57
2024-11,East,Product E,76489.76,886,15061.42
2022-04,Central,Product A,72642.86,206,19407.36
2021-10,North,Product D,68676.84,967,19730.63
2024-05,South,Product C,28161.28,1220,7180.28
2025-02,Central,Product B,89418.62,1136,14466.51
2018-09,Central,Product D,71987.54,1018,10232.13
2023-08,Central,Product C,48894.59,863,13785.0
2020-07,North,Product E,23609.76,896,6271.01
2021-09,West,Product C,25799.48,801,5624.77
2021-03,West,Product D,65170.07,635,9372.32
2023-08,West,Product A,39032.24,496,4932.52
2022-08,South,Product A,46735.97,1075,9525.65
2018-07,West,Product E,51693.7,1171,14791.72
2023-07,East,Product B,32677.66,664,5614.74
2022-04,Central,Product B,60343.85,864,9842.65
2023-07,East,Product C,67141.63,731,16515.15
2022-02,Central,Product A,50081.91,996,11476.42
2024-06,North,Product D,42644.0,955,9172.51
2021-12,Central,Product E,35361.33,646,10068.03
2022-01,East,Product D,50347.78,716,7555.54
2020-04,East,Product A,57786.18,703,10554.33
2024-02,West,Product A,42497.71,906,9172.89
2018-09,South,Product B,38407.49,777,11112.35
2020-08,North,Product E,49487.5,640,13814.37
2020-06,West,Product B,71924.51,447,20415.83
2018-12,West,Product D,59918.55,619,15685.8
2021-12,North,Product D,55927.64,454,6875.88
2025-06,South,Product E,66371.9,665,9905.17
2019-05,West,Product E,80774.69,821,17590.83
2021-01,West,Product E,38763.4,637,8028.75
2020-05,North,Product B,21121.07,945,2414.77
2020-06,South,Product D,43821.93,1009,11050.41
2022-07,North,Product D,23996.45,374,3842.46
2020-12,North,Product D,40159.48,1022,8765.55
2019-12,Central,Product C,58494.2,1002,8678.43
2018-12,East,Product D,33462.76,869,6706.93
2023-07,Central,Product A,75939.51,501,22778.89
2019-05,Central,Product B,54440.46,966,14718.95
2019-01,North,Product E,65051.2,1420,13609.42
2024-04,North,Product C,60714.26,1029,16450.87
2018-01,East,Product D,41807.51,517,10521.33
2025-07,East,Product B,52001.65,734,7811.47
2020-04,Central,Product E,48340.13,959,12015.33
2020-08,East,Product C,52588.43,1369,7395.62
2020-09,East,Product C,62494.58,906,14187.53
2020-09,North,Product E,51538.75,610,8390.59
2021-06,West,Product B,71283.01,539,20636.76
2025-07,West,Product B,68483.06,887,12106.09
2019-12,North,Product A,64718.24,317,6733.22
2019-05,South,Product E,58765.45,607,6650.92
2023-06,North,Product D,45970.18,1109,10391.87
2019-09,East,Product C,75134.54,761,9617.81
2023-07,South,Product A,66314.07,430,9191.29
2025-04,South,Product E,48147.84,1186,8331.67
2023-11,West,Product D,58319.96,533,6158.65
2022-07,South,Product D,65826.18,841,12823.79
2024-12,South,Product D,45031.41,855,9865.24
2019-06,East,Product B,73286.71,466,14529.35
2020-08,West,Product E,39655.17,789,5443.9
2020-02,Central,Product B,75976.38,462,9832.41
2021-02,South,Product A,58615.8,700,13722.9
2024-02,South,Product E,35692.49,693,6484.69
2024-03,West,Product B,31612.67,886,4889.4
2020-10,South,Product C,60014.1,615,14912.07
2018-08,South,Product C,44361.08,852,4679.96
2024-03,South,Product C,45463.82,845,5636.46
2024-06,North,Product C,34190.91,945,3659.69
2019-06,South,Product E,61809.14,891,17978.78
2025-06,East,Product D,8428.71,720,1528.95
2022-07,Central,Product E,39857.76,414,8204.24
2024-05,South,Product E,37530.68,701,4108.48
2023-08,East,Product B,26293.07,562,7878.69
2023-08,South,Product B,31959.93,601,6543.47
2020-12,North,Product E,52638.19,439,8181.88
2024-09,South,Product E,61460.44,987,6709.44
2019-09,West,Product C,37952.3,635,6669.79
2020-06,Central,Product D,38233.35,840,3896.64
2022-02,East,Product E,12148.14,739,3147.74
2025-01,East,Product C,34632.11,825,9934.13
2018-11,North,Product E,63119.7,676,8955.19
2018-10,West,Product B,65402.38,747,18821.28
2024-07,North,Product B,43907.73,610,11678.74
2024-11,East,Product C,60834.58,841,11725.64
2024-12,South,Product C,67622.21,424,12694.84
2023-09,Central,Product E,70770.54,718,19986.56
2019-03,Central,Product D,34985.1,720,5783.06
2022-05,Central,Product A,55931.26,818,13096.13
2019-03,East,Product B,58198.85,1031,13606.33
2023-02,West,Product D,36779.35,706,4221.01
2021-07,West,Product C,24330.11,501,7076.35
2018-11,South,Product A,58404.72,1056,7641.94
2022-07,North,Product B,62784.05,497,10990.54
2021-07,East,Product A,75068.94,850,17958.68
2023-02,North,Product A,69011.13,533,12318.55
2023-05,East,Product B,66238.06,667,18551.64
2021-10,Central,Product E,65345.76,706,10696.2
2025-05,North,Product A,19337.32,928,3613.52
2024-10,South,Product E,29519.74,837,6124.73
2024-09,West,Product A,29850.0,454,5881.11
2020-12,South,Product A,54857.66,751,16249.26
2025-08,North,Product D,49835.91,887,5558.13
2024-09,Central,Product A,48935.57,972,8080.02
2018-09,East,Product A,21024.25,618,3524.55
2020-02,East,Product D,44624.18,1027,9497.97
2022-03,East,Product B,37911.48,781,8868.72
2021-08,North,Product D,47493.33,940,7780.31
2019-11,West,Product A,53701.88,807,14240.27
2024-09,South,Product E,56955.85,566,13434.28
2024-07,Central,Product A,29032.82,425,8280.11
2020-12,West,Product C,45066.66,943,4627.49
2024-08,North,Product C,71723.69,522,14663.92
2020-05,Central,Product B,23653.84,886,3467.66
2024-02,North,Product E,27441.8,787,3385.79
2018-02,East,Product B,31885.4,937,5973.45
2019-03,South,Product C,32658.09,578,8150.76
2018-01,South,Product E,44375.04,808,5355.59
2018-03,West,Product A,44636.29,623,11526.51
2022-02,Central,Product D,33572.09,877,3871.44
2018-04,West,Product B,62027.29,500,18349.06
2025-03,Central,Product A,45628.41,998,7897.32
2020-04,East,Product A,78543.63,742,16972.17
2021-02,West,Product E,19461.46,691,3767.02
2023-07,South,Product D,63759.66,409,9409.96
2019-05,South,Product A,48431.73,521,13235.57
2025-05,South,Product E,31135.32,836,8204.01
2021-08,North,Product E,61696.59,854,13941.99
2024-09,Central,Product D,38344.6,823,8840.14
2024-02,North,Product B,45027.99,961,7992.29
2019-01,North,Product D,30354.02,896,6763.27
2022-09,South,Product B,41957.4,598,8712.19
2023-12,East,Product C,29211.1,798,6150.16
2023-02,Central,Product E,34647.74,1084,9968.85
2018-10,North,Product E,31612.13,934,6692.11
2018-11,North,Product A,70001.0,525,7486.23
2021-02,West,Product B,40389.07,354,8959.27
2018-09,North,Product D,45343.34,829,12735.22
2019-05,West,Product E,59736.4,984,12275.07
2025-02,West,Product A,28636.54,757,4055.39
2020-12,Central,Product B,24739.94,658,2714.14
2020-04,East,Product A,67349.27,1074,10017.76
2023-06,South,Product E,71834.91,722,13941.83
2019-05,West,Product E,27396.17,829,7112.3
2021-10,North,Product D,51331.88,483,8437.19
2025-07,Central,Product E,79442.55,661,23192.29
2024-04,East,Product A,49990.21,670,7521.12
2021-05,North,Product E,64422.81,871,19116.72
2025-01,South,Product D,66896.51,1120,16167.0
2021-05,South,Product C,39490.08,720,10606.82
2020-03,South,Product B,53405.95,784,11686.92
2019-01,South,Product B,66952.43,1032,14095.29
2019-09,North,Product B,50454.68,876,9638.69
2023-11,South,Product B,21419.21,457,5751.44
2022-02,East,Product E,48673.04,1045,11859.58
2019-07,West,Product E,32052.27,313,9472.19
2021-01,Central,Product D,60862.52,532,8101.58
2018-01,West,Product D,45430.66,914,6805.69
2021-11,East,Product A,42767.86,901,5502.48
2023-05,Central,Product A,39075.06,953,9605.46
2024-01,Central,Product D,42226.6,1028,8292.53
2023-05,East,Product B,65764.46,770,13376.83
2024-08,South,Product A,41657.53,829,9300.93
2018-09,North,Product A,61249.08,462,17331.22
2019-12,East,Product C,61106.32,933,17476.74
2022-08,North,Product C,71906.25,850,11062.53
2025-04,South,Product C,76375.41,1090,9498.64
2022-06,North,Product E,39755.97,727,7228.24
2021-12,South,Product C,48554.23,604,13964.12
2022-04,North,Product E,56483.86,1064,11454.04
2023-01,North,Product B,67102.11,1004,9831.54
2022-09,East,Product A,63706.41,636,13691.36
2021-10,West,Product B,42593.2,578,7524.96
2018-10,North,Product B,30025.94,649,7512.69
2018-02,Central,Product B,77516.14,871,18276.83
2020-07,Central,Product C,41908.55,834,4992.68
2025-04,North,Product A,77313.18,542,18019.81
2019-07,North,Product C,64783.13,776,15476.43
2019-05,South,Product A,56983.88,574,12716.41
2018-05,West,Product B,47301.37,746,13222.67
2019-12,North,Product C,53456.9,934,5700.61
2021-12,Central,Product B,54244.07,628,13374.91
2020-03,West,Product A,38119.95,561,6415.95
2024-09,South,Product A,58236.9,694,7654.45
2018-03,East,Product B,49746.76,588,7724.78
2019-10,East,Product B,61356.38,455,15123.06
2021-09,West,Product D,72177.71,590,17509.72
2020-03,South,Product C,41746.12,561,9602.91
2022-12,Central,Product D,35901.99,589,7616.56
2021-03,Central,Product D,36194.62,1011,6894.16
2021-04,Central,Product C,63439.96,829,12630.53
2024-05,East,Product C,60508.93,824,9960.84
2019-12,Central,Product A,73902.86,928,18823.34
2022-01,West,Product B,45336.31,1386,8250.13
2020-07,West,Product B,61612.69,707,11810.75
2021-08,East,Product A,27115.78,910,5768.71
2022-12,South,Product E,44686.72,967,7380.17
2024-06,West,Product C,42417.04,990,7796.75
2022-04,South,Product A,62970.09,857,16339.14
2023-05,East,Product D,38417.77,930,9125.03
2025-07,North,Product E,61485.59,412,13436.62
2018-05,Central,Product E,74482.28,614,20718.17
2024-01,East,Product D,49669.69,816,11183.61
2024-12,South,Product E,44653.05,714,6664.61
2018-04,West,Product E,46568.23,833,12445.92
2018-03,Central,Product E,72143.78,1094,7759.2
2022-03,West,Product E,50121.0,798,8313.94
2025-07,Central,Product C,61030.06,734,6414.84
2024-01,Central,Product A,48874.24,859,10419.94
2020-04,East,Product E,33947.62,853,5155.91
2021-02,South,Product D,46344.89,755,7241.14
2020-04,North,Product C,58854.9,940,11587.65
2025-08,West,Product A,71297.67,854,15312.28
2019-09,West,Product E,38507.82,974,6244.37
2022-11,South,Product D,43977.76,780,7939.76
2021-06,Central,Product E,44388.01,877,5851.83
2021-02,North,Product E,56523.47,1117,9106.28
2018-07,Central,Product E,85079.76,937,15203.42
2021-06,South,Product C,64250.48,833,16078.61
2022-01,East,Product D,42747.83,794,12606.61
2023-03,South,Product C,14961.04,885,1629.74
2021-10,North,Product B,44429.58,437,8106.78
2020-01,Central,Product A,49828.86,902,11922.81
2022-10,North,Product C,78490.76,809,19555.99
2018-03,Central,Product B,56200.19,734,10316.32
2025-08,North,Product B,67962.33,708,14740.62
2025-08,South,Product C,44599.37,986,10162.76
2024-11,East,Product C,72638.6,876,18269.83
2021-02,North,Product B,59486.88,895,15012.26
2022-12,North,Product C,43999.14,788,7590.88
2020-09,South,Product B,47977.8,786,11404.44
2023-10,West,Product C,57533.52,475,16853.7
2018-02,East,Product D,60766.34,394,13880.66
2020-01,East,Product E,51476.03,650,7699.53
2018-05,North,Product E,59714.09,898,12802.49
2018-06,Central,Product B,48954.47,828,10724.16
2022-08,East,Product B,13093.46,771,2545.21
2019-04,West,Product E,50828.03,680,5258.67
2020-05,Central,Product B,29202.66,695,4893.79
2022-08,West,Product A,15721.02,684,4493.29
2024-09,North,Product D,47563.73,848,11471.73
2019-08,North,Product A,48133.15,973,11998.37
2022-03,North,Product E,10462.42,622,2387.3
2025-04,North,Product C,29599.65,757,8253.02
2022-10,South,Product A,51895.52,556,15219.23
2019-06,East,Product B,53021.94,883,6913.71
2020-03,East,Product E,49178.73,780,6863.92
2023-08,West,Product D,30329.69,427,8093.41
2023-06,Central,Product C,69867.72,728,14514.32
2019-09,Central,Product A,58807.98,697,12724.4
2025-03,West,Product D,32276.5,844,8754.35
2022-04,South,Product D,54566.77,846,12943.67
2018-03,South,Product B,67401.24,1072,14281.0
2018-09,Central,Product C,77254.19,864,8593.9
2023-05,East,Product C,60518.83,944,8790.76
2021-11,South,Product E,36986.79,647,6651.56
2021-05,Central,Product D,49919.2,609,9265.48
2024-02,West,Product D,59550.99,801,14275.33
2023-10,North,Product A,45985.76,545,7748.82
2024-06,South,Product B,44973.39,862,4840.32
2021-02,West,Product A,35580.94,827,10191.31
2020-02,West,Product E,52625.72,706,13521.99
2025-02,West,Product A,43393.27,970,9530.92
2022-11,Central,Product B,37967.13,1069,9059.53
2018-07,North,Product E,42887.57,1141,11037.52
2020-07,North,Product B,76356.07,954,12789.26
2018-06,South,Product A,47895.02,853,11901.48
2018-05,East,Product C,56887.42,579,9007.02
2021-08,East,Product E,61149.78,1137,13856.4
2022-01,South,Product B,59846.35,986,7607.01
2020-10,South,Product E,38991.51,947,10944.48
2018-04,South,Product A,50087.55,979,11581.61
2022-03,South,Product E,26401.81,575,5990.46
2020-11,South,Product B,77175.52,561,21833.4
2023-02,East,Product A,82873.05,816,13624.05
2020-02,East,Product A,58004.4,509,16053.96
2020-09,East,Product D,68905.57,687,13048.17
2019-09,North,Product B,57509.74,444,16403.78
2018-05,North,Product D,30901.81,536,6446.19
2025-02,East,Product A,30016.38,1143,4891.21
2024-10,North,Product B,39306.05,910,4036.38
2023-05,South,Product A,50290.51,916,14916.33
2024-12,South,Product B,64730.16,713,11149.42
2020-06,West,Product A,48810.11,795,8691.02
2024-03,South,Product C,51858.62,675,13029.95
2020-02,North,Product E,49035.34,557,10093.98
2019-01,South,Product B,59661.03,1285,12125.9
2022-04,South,Product D,51461.26,748,8698.57
2025-07,South,Product E,31316.29,781,3900.92
2022-08,West,Product E,47290.44,965,8379.12
2021-10,West,Product E,30983.1,591,8477.58
2024-05,South,Product A,45569.27,933,10499.29
2025-06,South,Product C,51601.38,332,11872.84
2021-03,East,Product D,37026.56,1055,8663.84
2018-06,North,Product A,38723.49,768,10783.49
2021-10,East,Product A,31961.47,1223,7012.09
2018-09,Central,Product B,40715.17,957,6519.48
2024-02,South,Product D,35930.7,1119,6430.54
2024-12,South,Product B,44455.92,959,5586.17
2019-03,West,Product D,66728.76,741,8782.32
2019-03,West,Product E,67197.08,958,10023.17
2023-07,East,Product D,56462.53,1076,9945.97
2024-06,East,Product E,61550.78,1309,16205.68
2021-10,West,Product B,67484.25,709,9167.19
2023-07,North,Product C,69502.65,339,12127.15
2022-03,East,Product D,20389.88,571,4679.8
2019-02,West,Product C,25834.96,616,3084.97
2020-05,West,Product C,35171.31,906,6982.28
2019-04,South,Product C,47253.05,1080,5319.28
2018-04,West,Product D,51948.3,952,5918.33
2021-08,North,Product D,47307.05,1268,12986.42
2021-02,North,Product B,32571.72,615,5908.09
2022-11,Central,Product D,60188.11,816,17107.23
2022-10,West,Product E,67332.37,900,17985.48
2020-06,West,Product B,67951.45,886,7152.36
2021-03,South,Product A,56829.61,350,15324.61
2025-03,Central,Product B,33979.04,727,9946.94
2018-05,East,Product B,57863.45,1234,15224.88
2019-10,South,Product C,57178.89,661,16238.06
2019-10,East,Product B,41924.86,713,6727.84
2021-05,North,Product C,61470.98,692,6228.15
2025-01,North,Product A,48851.59,616,9147.04
2022-07,North,Product E,68124.12,704,15711.2
2021-05,West,Product C,71956.16,1062,18336.37
2019-11,East,Product C,53958.33,509,11889.87
2024-05,West,Product C,64933.65,785,12575.12
2024-09,North,Product D,51404.42,683,8593.32
2021-09,West,Product A,65888.53,1040,9946.77
2025-01,Central,Product C,43815.02,607,9619.54
2021-05,North,Product A,43708.69,947,8306.46
2023-06,North,Product B,46808.9,635,9500.11
2023-05,South,Product D,65796.82,701,15112.53
2025-08,Central,Product B,70357.8,1138,19151.97
2022-04,West,Product E,57063.54,740,16446.02
2024-07,Central,Product C,73930.21,1089,9911.15
2022-09,West,Product C,41005.26,886,11227.63
2022-08,East,Product B,61882.06,850,15078.93
2024-04,East,Product A,64631.98,938,13090.74
2019-04,South,Product B,39712.5,905,10560.23
2023-08,East,Product D,43362.25,846,7761.5
2023-01,East,Product C,69731.6,1254,13826.57
2024-04,South,Product D,57622.69,683,13412.37
2019-12,South,Product A,36059.45,667,7034.46
2018-03,Central,Product A,45711.92,832,12989.18
2024-04,South,Product B,28870.99,802,7102.33
2018-11,West,Product B,47794.28,852,7001.57
2020-09,East,Product D,71317.69,503,18008.08
2018-05,North,Product D,52504.51,1092,11321.45
2020-05,West,Product E,43600.46,409,6360.44
2022-04,Central,Product E,68730.52,834,14263.3
2018-02,East,Product E,51951.94,499,13948.81
2018-12,Central,Product A,53216.97,852,7964.65
2021-07,South,Product E,34381.92,1183,9622.58
2022-03,North,Product E,71008.32,826,10160.63
2020-04,Central,Product B,61513.65,1155,10688.62
2022-11,West,Product C,69652.92,972,14616.25
2024-11,South,Product D,48550.87,889,8387.67
2019-05,South,Product C,29073.34,617,6405.06
2018-09,East,Product A,51500.18,908,5588.71
2023-01,South,Product B,36377.69,715,4681.22
2021-03,West,Product B,51395.32,983,12334.46
2024-09,West,Product D,95982.12,615,25584.93
2018-03,East,Product B,50409.39,935,13428.17
2018-12,North,Product A,50543.31,655,13317.63
2022-06,Central,Product D,45361.34,751,9172.03
2019-09,West,Product B,51822.55,608,11311.9
2023-02,East,Product D,56769.99,530,6739.61
2021-11,West,Product A,54354.13,862,13533.8
2019-02,Central,Product A,62282.1,748,6441.49
2025-04,North,Product A,41841.35,965,7916.86
2021-01,South,Product B,72420.97,528,19019.94
2020-03,Central,Product C,47798.54,745,10198.43
2024-07,East,Product B,84995.53,880,10052.79
2022-10,North,Product D,72836.7,887,11264.0
2022-12,South,Product B,37573.95,648,8351.59
2024-04,South,Product A,65049.7,1053,7399.8
2022-01,Central,Product D,43464.53,583,9440.51
2021-09,South,Product B,41594.7,764,11626.67
2023-11,Central,Product D,50281.97,686,5521.28
2024-10,Central,Product C,57674.99,1004,7646.07
2024-09,South,Product B,47313.36,780,12258.43
2018-02,East,Product A,64720.95,625,12653.26
2025-04,West,Product A,37602.63,626,10345.06
2020-03,Central,Product D,59503.01,783,7552.82
2023-05,East,Product A,51606.12,878,13258.69
2025-01,South,Product D,49627.55,882,6578.12
2021-03,East,Product E,70701.85,911,17533.09
2024-02,South,Product D,34994.6,945,7850.87
2024-11,East,Product E,99763.74,948,10773.04
2024-01,Central,Product C,62364.44,717,8690.27
2022-10,South,Product A,67606.2,894,11235.86
2018-07,Central,Product B,29354.65,929,8085.92
2022-04,South,Product E,55442.12,823,9273.21
2019-03,East,Product B,23791.37,1008,2407.2
2018-12,West,Product D,19423.3,588,5565.99
2022-04,East,Product A,36868.26,767,10897.61
2021-03,South,Product D,58482.23,875,10376.94
2025-02,North,Product E,43832.4,794,11302.82
2018-08,South,Product E,56909.62,1050,7737.25
2021-04,South,Product D,63076.98,696,16206.03
2022-01,South,Product C,54370.0,1323,11125.8
2022-11,Central,Product D,36213.47,912,4280.82
2021-10,North,Product D,34878.47,887,9977.38
2025-08,North,Product D,37113.84,805,7195.59
2025-05,South,Product E,60457.74,578,16864.1
2021-12,South,Product C,50443.72,762,14747.63
2021-10,West,Product E,61304.02,395,13675.77
2022-09,East,Product E,37184.68,1063,9826.09
2020-11,West,Product E,48719.38,968,11135.53
2023-01,South,Product E,63397.98,1033,14806.6
2023-08,North,Product D,48624.83,910,7681.71
2024-10,South,Product A,50626.99,814,7404.99
2021-06,Central,Product B,43703.7,657,6584.89
2021-03,West,Product C,46217.84,659,4678.94
2019-12,East,Product B,54110.06,945,9722.01
2023-03,South,Product C,55057.18,697,7959.14
2022-04,North,Product D,90354.73,686,11698.83
2024-03,East,Product D,67060.25,841,11885.58
2020-06,North,Product E,51253.81,919,12289.67
2023-01,Central,Product E,47750.9,605,13674.74
2025-08,East,Product E,23486.08,929,4127.33
2021-04,East,Product E,55852.89,1024,13371.1
2023-11,North,Product B,42159.62,783,12352.75
2020-06,North,Product B,53959.78,552,9244.02
2023-11,East,Product B,41568.59,1131,6755.52
2018-02,East,Product B,33869.95,939,3395.51
2025-08,East,Product C,58993.68,627,10058.24
2023-11,Central,Product B,46462.28,610,7285.55
2022-04,South,Product A,54821.95,1080,13420.06
2024-09,Central,Product D,56416.81,824,9899.44
2021-01,Central,Product A,60803.36,904,15210.44
2021-11,North,Product D,47617.01,1010,7036.46
2022-07,West,Product D,62058.94,814,13608.03
2019-02,Central,Product C,62448.48,842,11214.22
2021-04,Central,Product C,41739.68,854,4308.2
2019-01,West,Product C,67914.24,1324,10226.08
2020-06,North,Product B,36855.64,971,8835.13
2018-03,North,Product B,45758.59,492,5460.51
2023-04,South,Product C,41052.55,672,9290.83
2024-03,South,Product A,49948.44,1052,11513.11
2022-02,Central,Product C,56634.53,442,9279.13
2019-04,East,Product D,16574.86,875,2478.72
2021-10,East,Product D,41994.78,869,6060.76
2018-06,North,Product D,36373.56,623,7178.54
2020-03,West,Product C,54861.54,799,8759.78
2019-02,South,Product B,57094.3,736,12115.97
2020-07,Central,Product D,45113.69,616,8816.82
2019-03,South,Product D,25857.39,952,2853.12
2019-10,South,Product C,46390.11,978,11297.46
2021-08,West,Product B,76746.72,814,15328.23
2018-07,East,Product C,36744.97,857,9336.25
2024-06,North,Product A,39555.6,973,9754.66
2019-11,Central,Product D,63363.69,631,8590.04
2022-03,South,Product A,64909.58,931,9823.4
2018-12,Central,Product A,76996.07,690,17462.3
2018-10,West,Product B,35573.56,886,5464.07
2018-06,South,Product E,60033.78,680,13666.48
2018-06,South,Product E,19991.36,769,2558.0
2018-03,West,Product E,32349.53,925,4553.65
2018-01,East,Product B,29102.79,1046,3595.98
2023-01,South,Product D,64198.27,964,9257.37
2021-06,South,Product E,58857.53,1062,11488.79
2022-01,East,Product D,58431.38,878,16110.95
2022-12,East,Product E,32738.19,791,6135.72
2025-04,West,Product D,65321.87,964,7391.52
2020-08,East,Product B,31829.58,999,6300.28
2025-08,West,Product B,58648.25,1266,10308.98
2025-07,North,Product D,50898.66,965,9128.59
2023-01,West,Product D,55790.5,924,9121.74
2021-02,South,Product A,44136.12,837,11096.11
2021-03,South,Product A,43685.21,818,5081.39
2019-08,East,Product C,50889.69,948,12149.67
2019-06,West,Product A,20022.19,759,5128.99
2024-08,West,Product A,12609.65,974,3268.51
2023-12,South,Product A,47941.82,912,5416.53
2024-02,West,Product C,58740.3,533,6666.13
2024-12,East,Product C,48754.02,843,14465.55
2023-10,Central,Product B,60581.0,731,12380.96
2020-11,West,Product C,62072.25,463,10333.53
2022-06,East,Product A,50041.63,1015,8318.68
2024-01,East,Product B,72248.88,278,19514.52
2021-04,West,Product B,8407.42,1214,1857.55
2018-03,Central,Product A,55660.47,759,6420.32
2018-07,South,Product D,36755.24,791,4426.53
2025-04,Central,Product E,79649.16,905,22958.42
2018-05,East,Product E,73555.69,632,8062.08
2024-12,South,Product D,75745.38,884,21268.94
2025-01,South,Product A,31883.38,1126,6173.76
2023-02,West,Product A,79159.19,786,22989.44
2019-03,North,Product E,72812.77,820,15466.57
2021-07,Central,Product B,40275.74,836,5694.61
2025-07,Central,Product E,36330.8,758,6491.69
2024-05,South,Product E,38758.06,542,5069.25
2022-08,East,Product D,69205.28,1108,14581.41
2019-12,East,Product D,59522.08,856,16635.98
2018-09,North,Product A,48472.02,605,12482.53
2024-06,South,Product B,27484.93,878,7383.59
2019-04,Central,Product E,62445.56,544,13226.11
2020-03,North,Product E,59080.23,715,11788.14
2018-05,North,Product D,48805.83,745,12842.7
2020-12,South,Product C,37514.75,870,7555.83
2022-10,North,Product D,45249.29,1134,13450.47
2018-11,Central,Product C,48032.3,713,12070.36
2021-09,South,Product A,67168.38,875,9897.96
2025-07,South,Product D,58213.04,826,17344.26
2021-03,East,Product A,61624.04,1203,13977.42
2021-01,Central,Product E,82223.59,682,15716.32
2019-06,East,Product D,44722.69,885,9616.77
2024-06,Central,Product E,53117.58,720,9004.28
2018-07,East,Product E,64740.56,607,8367.4
2020-09,North,Product B,42414.51,777,5931.47
2019-11,North,Product A,53981.18,752,11206.73
2019-05,North,Product C,91039.4,913,9444.88
2021-09,North,Product E,52674.65,604,11255.11
2020-06,East,Product C,48878.74,500,14279.84
2020-09,East,Product E,39989.24,872,8727.13
2024-12,West,Product D,56778.46,957,14467.19
2025-06,North,Product B,46184.38,947,5200.5
2020-02,East,Product A,63207.3,866,16242.22
2020-12,South,Product E,56039.85,785,13850.14
2025-01,North,Product E,59511.21,881,12334.88
2024-06,West,Product D,64794.51,652,17891.85
2023-12,South,Product B,45531.57,923,6253.25
2021-03,Central,Product E,52004.5,570,11591.11
2018-01,Central,Product A,48725.5,533,11285.73
2019-11,West,Product D,57636.02,1038,14846.7
2022-02,East,Product A,64134.4,990,9878.58
2021-08,West,Product D,59283.91,458,10855.6
2022-05,North,Product C,61096.39,1097,7573.24
2024-08,West,Product B,60921.13,905,16344.54
2019-04,West,Product C,59571.64,797,8229.21
2021-10,East,Product E,62681.1,907,9849.19
2021-11,West,Product E,70209.3,848,10630.88
2020-11,South,Product E,45760.86,832,9768.48
2020-11,South,Product C,38257.0,607,4681.59
2021-11,East,Product D,48957.32,493,13241.28
2023-10,Central,Product D,56900.34,850,5974.95
2022-05,East,Product B,55278.13,475,7471.09
2018-02,South,Product B,63993.88,1165,8191.22
2020-09,South,Product D,48930.76,873,8133.91
2022-01,North,Product D,66162.41,903,10155.34
2023-07,Central,Product D,39221.86,1166,4821.79
2022-03,West,Product A,47954.71,891,8403.41
2025-07,West,Product E,11838.87,597,1737.63
2022-09,North,Product E,16776.25,985,3600.16
2022-06,South,Product C,17584.16,715,3009.57
2022-08,North,Product D,70594.45,772,20088.71
2019-12,North,Product D,52488.37,906,14216.13
2025-07,Central,Product D,46460.3,702,9423.9
2018-05,West,Product E,41861.22,315,5047.72
2021-08,East,Product C,47106.43,526,4908.43
2020-11,Central,Product A,59296.12,750,15126.18
2019-11,North,Product D,28732.11,935,5925.44
2020-09,South,Product E,50728.09,1016,8980.3
2021-09,East,Product B,34430.29,468,9707.34
2019-09,North,Product B,34788.64,639,3726.72
2019-08,West,Product A,59161.07,264,16769.75
2025-04,North,Product C,79102.35,948,13727.26
2020-07,North,Product B,48123.79,691,13028.99
2018-10,South,Product E,34358.37,840,9212.73
2018-01,North,Product D,30576.02,1091,6836.93
2021-02,West,Product C,38038.09,468,8169.91
2025-07,North,Product B,51413.46,886,13503.78
2023-08,West,Product A,34490.51,1034,9824.77
2018-02,East,Product B,20673.71,616,4296.36
2019-11,North,Product A,29316.25,411,3800.43
2020-03,East,Product C,56849.06,639,9854.4
2024-08,North,Product A,39259.9,912,4279.28
2019-12,East,Product E,58885.11,644,11533.85
2020-03,East,Product E,60734.14,721,6296.02
2024-02,South,Product D,55676.29,834,8209.96
2024-05,South,Product D,32910.71,1140,6397.24
2019-11,North,Product B,58262.19,759,12567.29
2019-02,East,Product C,43559.46,806,6565.46
2018-07,North,Product D,43026.15,763,8398.5
2023-06,East,Product C,57433.94,840,15334.8
2025-02,East,Product C,72472.78,1024,11085.05
2018-02,North,Product C,77985.91,735,19294.12
2022-10,North,Product B,56094.24,774,16757.76
2023-08,West,Product D,39228.25,1331,4758.36
2022-04,Central,Product C,22368.76,482,4218.11
2024-03,West,Product A,41296.13,672,11733.99
2018-12,Central,Product E,67879.98,1066,19022.81
2019-10,West,Product D,58063.19,858,7301.58
